history:LTA_REF/LTA_1A_TEMP,,,
2019-十月-1 00:00 AM CT  to  2019-十月-16 14:29 PM CT,,,
,,,
Timestamp,Trend Flags,Status,Value (°F)
2019-十月-16 00:20:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 00:30:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 00:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 00:50:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 01:00:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 01:10:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 01:20:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 01:30:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 01:40:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-16 01:50:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 02:00:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-16 02:10:00 AM CT,{ },{unackedAlarm},18.5 °F
2019-十月-16 02:20:00 AM CT,{ },{unackedAlarm},39.5 °F
2019-十月-16 02:30:00 AM CT,{ },{unackedAlarm},53.0 °F
2019-十月-16 02:40:00 AM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-16 02:50:00 AM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-16 03:00:00 AM CT,{ },{unackedAlarm},-3.0 °F
2019-十月-16 03:10:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-16 03:20:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 03:30:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 03:40:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 03:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 04:00:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 04:10:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 04:20:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 04:30:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 04:40:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 04:50:00 AM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-16 05:00:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 05:10:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 05:20:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 05:30:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 05:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 05:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 06:00:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-16 06:10:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 06:20:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 06:30:00 AM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 06:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 06:50:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 07:00:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 07:10:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 07:20:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-16 07:30:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 07:40:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 07:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 08:00:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-16 08:10:00 AM CT,{ },{unackedAlarm},18.0 °F
2019-十月-16 08:20:00 AM CT,{ },{unackedAlarm},38.5 °F
2019-十月-16 08:30:00 AM CT,{ },{unackedAlarm},51.5 °F
2019-十月-16 08:40:00 AM CT,{ },{unackedAlarm},15.0 °F
2019-十月-16 08:50:00 AM CT,{ },{unackedAlarm},-15.5 °F
2019-十月-16 09:00:00 AM CT,{ },{unackedAlarm},-1.5 °F
2019-十月-16 09:10:00 AM CT,{ },{unackedAlarm},-2.5 °F
2019-十月-16 09:20:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 09:30:00 AM CT,{ },{unackedAlarm},-3.0 °F
2019-十月-16 09:40:00 AM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-16 09:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 10:00:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 10:10:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-16 10:20:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 10:30:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 10:40:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 10:50:00 AM CT,{ },{unackedAlarm},-3.0 °F
2019-十月-16 11:00:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 11:10:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 11:20:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 11:30:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 11:40:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 11:50:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 12:00:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 12:10:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 12:20:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 12:30:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 12:40:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 12:50:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 13:00:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 13:10:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 13:20:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 13:30:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 13:40:00 PM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 13:50:00 PM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-16 14:00:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 14:10:00 PM CT,{ },{unackedAlarm},17.5 °F
2019-十月-16 14:20:00 PM CT,{ },{unackedAlarm},38.0 °F
